# Sample Size: 10000
# Sender wins: 4966 | Cracker wins: 5034
# Sender Average | Rolls: 48.7417 | Sent Encrypted 10.1429 | Removed Token 1.2219
# Cracker Average | Rolls: 48.6816 | Get Encrypted 7.7677 | Get Cracked 8.1126
#
[Round, Winner, Sender(Rolls, SendEncr, RemoveDat), Cracker(Rolls, GetEncr, GetCrac)]
[455, 'Sender', (41, 11, 3), (45, 9, 7)]
[456, 'Cracker', (42, 10, 0), (46, 8, 13)]
[457, 'Cracker', (41, 9, 1), (43, 9, 6)]
[458, 'Cracker', (34, 10, 0), (35, 7, 7)]
[459, 'Sender', (82, 11, 5), (81, 13, 9)]
[460, 'Cracker', (73, 9, 1), (72, 8, 13)]
[461, 'Cracker', (75, 10, 1), (85, 10, 9)]
[462, 'Sender', (48, 11, 1), (48, 9, 7)]
[463, 'Cracker', (43, 10, 1), (48, 7, 9)]
[464, 'Cracker', (74, 9, 0), (81, 8, 9)]
[465, 'Cracker', (36, 8, 0), (28, 3, 9)]
[466, 'Sender', (52, 11, 5), (47, 7, 4)]
[467, 'Cracker', (53, 10, 0), (53, 9, 7)]
[468, 'Cracker', (46, 9, 0), (55, 7, 9)]
[469, 'Cracker', (73, 10, 1), (76, 9, 12)]
[470, 'Cracker', (45, 9, 0), (38, 7, 7)]
[471, 'Cracker', (35, 8, 0), (32, 6, 10)]
[472, 'Cracker', (68, 10, 1), (67, 8, 10)]
[473, 'Sender', (49, 11, 2), (46, 9, 3)]
[474, 'Cracker', (33, 9, 0), (38, 6, 9)]
[475, 'Sender', (35, 11, 0), (34, 5, 9)]
[476, 'Sender', (27, 11, 0), (26, 5, 7)]
[477, 'Sender', (35, 11, 1), (42, 7, 2)]
[478, 'Cracker', (52, 9, 0), (57, 7, 11)]
[479, 'Sender', (38, 11, 1), (46, 7, 8)]
[480, 'Cracker', (47, 10, 0), (48, 9, 9)]
[481, 'Sender', (35, 11, 1), (29, 5, 4)]
[482, 'Cracker', (48, 9, 0), (47, 6, 8)]
[483, 'Cracker', (48, 10, 1), (39, 7, 11)]
[484, 'Cracker', (41, 10, 0), (42, 9, 10)]
[485, 'Cracker', (27, 7, 0), (31, 4, 10)]
[486, 'Cracker', (36, 10, 0), (36, 3, 11)]
[487, 'Sender', (56, 11, 3), (49, 7, 7)]
[488, 'Sender', (19, 11, 1), (15, 6, 4)]
[489, 'Cracker', (35, 10, 0), (36, 6, 9)]
[490, 'Sender', (38, 11, 0), (34, 6, 6)]
[491, 'Sender', (64, 11, 0), (70, 7, 9)]
[492, 'Sender', (53, 11, 1), (46, 8, 8)]
[493, 'Cracker', (31, 9, 0), (32, 3, 10)]
[494, 'Cracker', (43, 10, 1), (46, 9, 10)]
[495, 'Cracker', (40, 9, 0), (42, 5, 7)]
[496, 'Sender', (30, 11, 0), (35, 5, 6)]
[497, 'Sender', (75, 11, 4), (83, 12, 14)]
[498, 'Sender', (40, 11, 0), (37, 5, 5)]
[499, 'Cracker', (41, 10, 0), (43, 5, 11)]
[500, 'Cracker', (107, 10, 6), (112, 14, 15)]
[501, 'Cracker', (55, 10, 1), (55, 6, 12)]
[502, 'Sender', (47, 11, 2), (43, 8, 13)]
[503, 'Sender', (41, 11, 0), (37, 6, 7)]
[504, 'Cracker', (31, 9, 0), (32, 8, 5)]
[505, 'Cracker', (48, 10, 0), (43, 6, 10)]
[506, 'Cracker', (38, 9, 2), (30, 10, 3)]
[507, 'Sender', (34, 11, 0), (43, 5, 9)]
[508, 'Sender', (37, 11, 1), (43, 6, 8)]
[509, 'Sender', (42, 11, 0), (42, 7, 11)]
[510, 'Sender', (55, 11, 0), (51, 7, 8)]
[511, 'Cracker', (25, 8, 0), (29, 6, 7)]
[512, 'Cracker', (47, 9, 0), (56, 6, 10)]
[513, 'Sender', (40, 11, 0), (41, 7, 10)]
[514, 'Sender', (51, 11, 0), (49, 7, 7)]
[515, 'Sender', (55, 11, 3), (52, 9, 6)]
[516, 'Sender', (56, 11, 3), (52, 11, 6)]
[517, 'Cracker', (45, 10, 0), (54, 8, 9)]
[518, 'Cracker', (60, 10, 0), (70, 7, 12)]
[519, 'Sender', (33, 11, 1), (35, 7, 7)]
[520, 'Cracker', (34, 6, 0), (37, 3, 10)]
[521, 'Cracker', (41, 10, 0), (45, 4, 9)]
[522, 'Sender', (58, 11, 2), (55, 10, 8)]
[523, 'Cracker', (42, 6, 0), (36, 4, 10)]
[524, 'Cracker', (52, 8, 0), (55, 6, 10)]
[525, 'Sender', (38, 11, 0), (36, 7, 5)]
[526, 'Cracker', (54, 10, 0), (52, 8, 11)]
[527, 'Cracker', (67, 10, 0), (69, 8, 10)]
[528, 'Sender', (51, 11, 1), (57, 9, 7)]
[529, 'Cracker', (46, 10, 1), (49, 9, 11)]
[530, 'Sender', (69, 11, 1), (66, 7, 8)]
[531, 'Cracker', (42, 10, 0), (43, 6, 7)]
[532, 'Sender', (35, 11, 0), (38, 6, 4)]
[533, 'Sender', (63, 11, 6), (73, 12, 7)]
[534, 'Cracker', (57, 9, 0), (55, 7, 7)]
[535, 'Cracker', (41, 8, 0), (39, 5, 10)]
[536, 'Cracker', (62, 9, 1), (52, 8, 7)]
[537, 'Sender', (69, 11, 3), (64, 10, 9)]
[538, 'Sender', (42, 11, 0), (38, 6, 3)]
[539, 'Cracker', (38, 8, 0), (39, 6, 10)]
[540, 'Cracker', (49, 8, 0), (48, 4, 11)]
[541, 'Sender', (32, 11, 2), (33, 5, 2)]
[542, 'Cracker', (97, 10, 4), (98, 11, 16)]
[543, 'Sender', (55, 11, 1), (57, 7, 6)]
[544, 'Cracker', (52, 10, 0), (49, 7, 11)]
[545, 'Sender', (30, 11, 1), (29, 6, 4)]
[546, 'Cracker', (50, 10, 1), (69, 9, 12)]
[547, 'Sender', (103, 11, 5), (110, 13, 18)]
[548, 'Cracker', (67, 10, 3), (69, 12, 9)]
[549, 'Cracker', (61, 10, 1), (61, 10, 7)]
[550, 'Sender', (27, 11, 0), (25, 5, 4)]
[551, 'Cracker', (53, 9, 0), (56, 7, 10)]
[552, 'Sender', (93, 11, 11), (88, 18, 10)]
[553, 'Cracker', (31, 10, 0), (27, 6, 7)]
[554, 'Cracker', (52, 10, 0), (55, 7, 8)]
[555, 'Sender', (61, 11, 1), (56, 8, 9)]
[556, 'Cracker', (33, 9, 0), (35, 5, 9)]
[557, 'Cracker', (26, 8, 0), (31, 6, 9)]
[558, 'Cracker', (61, 10, 0), (65, 8, 9)]
[559, 'Sender', (36, 11, 0), (35, 7, 6)]
[560, 'Sender', (37, 11, 0), (34, 6, 8)]
[561, 'Sender', (54, 11, 3), (50, 9, 5)]
[562, 'Cracker', (34, 7, 0), (40, 5, 7)]
[563, 'Cracker', (52, 9, 0), (55, 7, 8)]
[564, 'Sender', (102, 11, 1), (98, 9, 14)]
[565, 'Cracker', (40, 10, 0), (41, 7, 7)]
[566, 'Sender', (85, 11, 5), (84, 14, 7)]
[567, 'Sender', (56, 11, 0), (49, 6, 6)]
[568, 'Cracker', (33, 9, 0), (31, 8, 5)]
[569, 'Sender', (58, 11, 1), (62, 7, 8)]
[570, 'Sender', (41, 11, 2), (42, 7, 8)]
[571, 'Cracker', (36, 8, 0), (38, 4, 11)]
[572, 'Cracker', (37, 9, 0), (37, 7, 7)]
[573, 'Sender', (37, 11, 2), (39, 5, 3)]
[574, 'Cracker', (38, 10, 0), (40, 6, 7)]
[575, 'Sender', (38, 11, 3), (40, 8, 2)]
[576, 'Cracker', (88, 10, 2), (101, 11, 15)]
[577, 'Cracker', (61, 10, 1), (68, 8, 10)]
[578, 'Cracker', (58, 10, 1), (52, 9, 8)]
[579, 'Cracker', (52, 9, 1), (53, 9, 8)]
[580, 'Sender', (39, 11, 3), (48, 7, 9)]
[581, 'Sender', (32, 11, 0), (33, 7, 6)]
[582, 'Sender', (67, 11, 3), (65, 9, 9)]
[583, 'Cracker', (50, 9, 0), (46, 8, 4)]
[584, 'Cracker', (23, 7, 0), (27, 5, 6)]
[585, 'Sender', (48, 11, 0), (52, 7, 9)]
[586, 'Cracker', (27, 9, 0), (28, 4, 10)]
[587, 'Sender', (40, 11, 1), (36, 6, 6)]
[588, 'Sender', (27, 11, 0), (26, 7, 5)]
[589, 'Sender', (47, 11, 1), (51, 6, 4)]
[590, 'Cracker', (70, 10, 3), (66, 11, 13)]
[591, 'Cracker', (35, 9, 0), (42, 8, 7)]
[592, 'Sender', (46, 11, 2), (38, 8, 2)]
[593, 'Sender', (36, 11, 1), (41, 9, 6)]
[594, 'Cracker', (38, 8, 0), (35, 4, 11)]
[595, 'Cracker', (68, 10, 1), (66, 9, 10)]
[596, 'Sender', (49, 11, 0), (51, 7, 11)]
[597, 'Cracker', (39, 10, 0), (34, 9, 7)]
[598, 'Cracker', (46, 10, 0), (39, 7, 9)]
[599, 'Cracker', (42, 10, 0), (41, 7, 6)]
[600, 'Sender', (41, 11, 0), (40, 8, 6)]
[601, 'Cracker', (97, 10, 2), (96, 9, 12)]
[602, 'Cracker', (29, 10, 0), (24, 5, 6)]
[603, 'Cracker', (47, 9, 0), (48, 6, 8)]
[604, 'Sender', (50, 11, 2), (44, 8, 7)]
[605, 'Cracker', (59, 10, 0), (57, 9, 8)]
[606, 'Cracker', (50, 8, 0), (53, 5, 10)]
[607, 'Cracker', (39, 10, 0), (39, 6, 10)]
[608, 'Cracker', (39, 10, 0), (38, 7, 9)]
[609, 'Cracker', (41, 9, 0), (35, 6, 10)]
[610, 'Sender', (103, 11, 13), (87, 20, 11)]
[611, 'Cracker', (37, 10, 0), (29, 6, 8)]
[612, 'Cracker', (41, 9, 0), (39, 7, 9)]
[613, 'Sender', (45, 11, 0), (50, 8, 7)]
[614, 'Sender', (48, 11, 2), (50, 9, 8)]
[615, 'Sender', (39, 11, 0), (35, 7, 6)]
[616, 'Sender', (46, 11, 0), (52, 7, 12)]
[617, 'Sender', (42, 11, 1), (47, 9, 6)]
[618, 'Sender', (48, 11, 1), (66, 8, 9)]
[619, 'Cracker', (25, 8, 0), (25, 6, 6)]
[620, 'Cracker', (51, 9, 1), (55, 9, 5)]
[621, 'Sender', (58, 11, 1), (58, 10, 9)]
[622, 'Sender', (27, 11, 4), (26, 11, 0)]
[623, 'Cracker', (62, 10, 0), (62, 9, 11)]
[624, 'Cracker', (45, 10, 0), (50, 9, 8)]
[625, 'Sender', (36, 11, 1), (33, 8, 7)]
[626, 'Cracker', (32, 10, 0), (30, 6, 7)]
[627, 'Cracker', (29, 10, 0), (33, 6, 5)]
[628, 'Sender', (52, 11, 2), (55, 7, 7)]
[629, 'Sender', (70, 11, 0), (64, 9, 10)]
[630, 'Cracker', (32, 8, 0), (30, 7, 4)]
[631, 'Sender', (28, 11, 0), (28, 5, 6)]
[632, 'Sender', (33, 11, 0), (25, 5, 4)]
[633, 'Cracker', (38, 10, 0), (39, 7, 7)]
[634, 'Sender', (37, 11, 0), (36, 5, 6)]
[635, 'Sender', (37, 11, 0), (37, 7, 8)]
[636, 'Cracker', (50, 10, 3), (49, 10, 5)]
[637, 'Cracker', (44, 9, 0), (37, 4, 10)]
[638, 'Cracker', (34, 10, 1), (37, 9, 8)]
[639, 'Cracker', (40, 8, 0), (40, 6, 10)]
[640, 'Cracker', (42, 8, 0), (50, 4, 11)]
[641, 'Sender', (31, 11, 2), (32, 9, 4)]
[642, 'Cracker', (44, 9, 1), (46, 7, 6)]
[643, 'Sender', (36, 11, 1), (32, 8, 8)]
[644, 'Sender', (46, 11, 3), (42, 8, 4)]
[645, 'Cracker', (55, 10, 3), (62, 10, 14)]
[646, 'Sender', (55, 11, 2), (53, 8, 3)]
[647, 'Cracker', (52, 10, 1), (59, 9, 9)]
[648, 'Cracker', (29, 10, 0), (31, 7, 6)]
[649, 'Sender', (51, 11, 1), (49, 8, 6)]
[650, 'Sender', (30, 11, 0), (30, 7, 4)]
[651, 'Cracker', (57, 9, 2), (58, 8, 10)]
[652, 'Cracker', (140, 10, 9), (131, 18, 15)]
[653, 'Cracker', (53, 10, 2), (57, 10, 7)]
[654, 'Cracker', (44, 10, 0), (45, 7, 10)]
[655, 'Sender', (44, 11, 0), (45, 5, 7)]
[656, 'Cracker', (32, 10, 0), (32, 8, 5)]
[657, 'Sender', (44, 11, 5), (54, 10, 9)]
[658, 'Cracker', (29, 8, 0), (31, 3, 9)]
[659, 'Sender', (44, 11, 2), (45, 9, 3)]
[660, 'Sender', (38, 11, 4), (38, 11, 1)]
[661, 'Cracker', (78, 10, 2), (72, 10, 12)]
[662, 'Sender', (46, 11, 1), (40, 9, 6)]
[663, 'Cracker', (50, 9, 0), (46, 9, 9)]
[664, 'Cracker', (29, 9, 0), (30, 4, 7)]
[665, 'Sender', (49, 11, 0), (50, 7, 6)]
[666, 'Cracker', (63, 9, 0), (61, 7, 12)]
[667, 'Cracker', (40, 10, 0), (42, 8, 7)]
[668, 'Sender', (63, 11, 3), (52, 9, 6)]
[669, 'Cracker', (39, 8, 0), (39, 7, 7)]
[670, 'Sender', (37, 11, 0), (33, 6, 10)]
[671, 'Cracker', (40, 10, 0), (43, 7, 9)]
[672, 'Sender', (50, 11, 1), (54, 7, 8)]
[673, 'Cracker', (40, 9, 0), (43, 7, 8)]
[674, 'Sender', (43, 11, 1), (36, 5, 5)]
[675, 'Sender', (65, 11, 0), (60, 8, 15)]
[676, 'Sender', (36, 11, 0), (37, 7, 4)]
[677, 'Sender', (23, 11, 0), (19, 4, 4)]
[678, 'Cracker', (24, 10, 0), (26, 6, 7)]
[679, 'Sender', (86, 11, 2), (87, 9, 11)]
[680, 'Sender', (64, 11, 2), (54, 9, 11)]
[681, 'Cracker', (52, 10, 1), (51, 8, 8)]
[682, 'Sender', (31, 11, 0), (31, 6, 5)]
[683, 'Sender', (33, 11, 1), (37, 7, 6)]
[684, 'Sender', (37, 11, 2), (43, 10, 4)]
[685, 'Cracker', (69, 10, 2), (70, 10, 13)]
[686, 'Sender', (85, 11, 4), (77, 11, 9)]
[687, 'Cracker', (44, 9, 0), (40, 7, 8)]
[688, 'Cracker', (72, 10, 7), (75, 15, 8)]
[689, 'Cracker', (39, 8, 0), (35, 7, 6)]
[690, 'Cracker', (33, 10, 1), (39, 10, 5)]
[691, 'Cracker', (78, 10, 6), (74, 15, 8)]
[692, 'Sender', (102, 11, 12), (94, 18, 8)]
[693, 'Sender', (29, 11, 0), (29, 4, 7)]
[694, 'Cracker', (54, 10, 0), (55, 9, 10)]
[695, 'Cracker', (38, 9, 1), (42, 9, 5)]
[696, 'Cracker', (45, 10, 0), (42, 5, 9)]
[697, 'Cracker', (37, 9, 0), (33, 7, 7)]
[698, 'Cracker', (52, 10, 2), (62, 9, 9)]
[699, 'Cracker', (42, 9, 1), (48, 9, 8)]
[700, 'Cracker', (30, 8, 0), (28, 5, 8)]
[701, 'Cracker', (26, 9, 0), (36, 3, 11)]
[702, 'Sender', (38, 11, 4), (45, 12, 3)]
[703, 'Sender', (40, 11, 3), (36, 7, 7)]
[704, 'Sender', (50, 11, 0), (49, 8, 12)]
[705, 'Sender', (29, 11, 3), (20, 5, 1)]
[706, 'Sender', (63, 11, 5), (57, 11, 7)]
[707, 'Sender', (82, 11, 1), (90, 10, 8)]
[708, 'Sender', (35, 11, 1), (36, 5, 6)]
[709, 'Cracker', (44, 10, 0), (41, 7, 11)]
[710, 'Cracker', (35, 10, 0), (36, 4, 10)]
[711, 'Cracker', (45, 9, 0), (42, 8, 6)]
[712, 'Cracker', (35, 10, 2), (30, 9, 8)]
[713, 'Cracker', (64, 10, 1), (56, 9, 8)]
[714, 'Sender', (47, 11, 2), (56, 10, 5)]
[715, 'Cracker', (91, 10, 1), (80, 9, 9)]
[716, 'Cracker', (68, 10, 1), (75, 8, 12)]
[717, 'Sender', (26, 11, 0), (21, 7, 4)]
[718, 'Sender', (42, 11, 0), (39, 5, 9)]
[719, 'Sender', (41, 11, 0), (39, 5, 6)]
[720, 'Sender', (37, 11, 0), (33, 5, 4)]
[721, 'Cracker', (63, 8, 0), (61, 8, 15)]
[722, 'Sender', (45, 11, 2), (50, 9, 7)]
[723, 'Cracker', (26, 8, 0), (28, 5, 8)]
[724, 'Cracker', (18, 5, 0), (23, 3, 10)]
[725, 'Sender', (42, 11, 0), (41, 6, 6)]
[726, 'Cracker', (56, 10, 1), (51, 9, 13)]
[727, 'Sender', (52, 11, 1), (52, 7, 10)]
[728, 'Cracker', (44, 10, 1), (46, 9, 11)]
[729, 'Sender', (49, 11, 0), (45, 7, 7)]
[730, 'Sender', (50, 11, 2), (47, 8, 7)]
[731, 'Cracker', (55, 10, 1), (53, 10, 6)]
[732, 'Cracker', (70, 10, 0), (68, 7, 13)]
[733, 'Cracker', (43, 10, 0), (48, 8, 8)]
[734, 'Sender', (35, 11, 0), (41, 6, 11)]
[735, 'Sender', (51, 11, 1), (47, 6, 8)]
[736, 'Cracker', (52, 10, 0), (50, 7, 8)]
[737, 'Sender', (33, 11, 0), (35, 6, 5)]
[738, 'Sender', (43, 11, 2), (40, 8, 4)]
[739, 'Sender', (24, 11, 0), (23, 4, 5)]
[740, 'Sender', (66, 11, 3), (68, 11, 9)]
[741, 'Cracker', (37, 8, 0), (44, 5, 11)]
[742, 'Sender', (69, 11, 2), (64, 8, 9)]
[743, 'Sender', (41, 11, 3), (38, 8, 3)]
[744, 'Sender', (53, 11, 0), (50, 5, 10)]
[745, 'Sender', (35, 11, 0), (29, 5, 4)]
[746, 'Cracker', (36, 8, 0), (36, 4, 11)]
[747, 'Sender', (71, 11, 7), (72, 13, 9)]
[748, 'Cracker', (30, 9, 0), (33, 8, 5)]
[749, 'Sender', (61, 11, 2), (54, 8, 8)]
[750, 'Cracker', (54, 10, 2), (54, 9, 10)]
[751, 'Sender', (32, 11, 0), (31, 5, 8)]
[752, 'Sender', (35, 11, 2), (37, 7, 6)]
[753, 'Sender', (57, 11, 0), (65, 7, 9)]
[754, 'Cracker', (25, 7, 0), (30, 3, 9)]
[755, 'Cracker', (74, 10, 1), (72, 10, 12)]
[756, 'Sender', (74, 11, 7), (81, 14, 9)]
[757, 'Cracker', (58, 9, 4), (59, 9, 13)]
[758, 'Sender', (37, 11, 0), (36, 3, 8)]
[759, 'Sender', (52, 11, 0), (55, 8, 7)]
[760, 'Cracker', (36, 10, 0), (38, 6, 9)]
[761, 'Sender', (36, 11, 0), (35, 6, 9)]
[762, 'Cracker', (57, 10, 2), (55, 7, 12)]
[763, 'Sender', (34, 11, 1), (29, 9, 1)]
[764, 'Cracker', (26, 9, 1), (39, 7, 5)]
[765, 'Cracker', (60, 10, 0), (64, 8, 12)]
[766, 'Sender', (36, 11, 1), (39, 6, 2)]
[767, 'Cracker', (44, 9, 0), (40, 6, 8)]
[768, 'Cracker', (48, 10, 2), (43, 9, 8)]
[769, 'Sender', (41, 11, 0), (42, 6, 5)]
[770, 'Sender', (44, 11, 0), (49, 6, 11)]
[771, 'Sender', (42, 11, 1), (43, 7, 6)]
[772, 'Sender', (49, 11, 2), (54, 7, 7)]
[773, 'Sender', (64, 11, 1), (71, 9, 12)]
[774, 'Sender', (55, 11, 2), (60, 7, 9)]
[775, 'Cracker', (45, 8, 0), (50, 8, 5)]
[776, 'Sender', (46, 11, 1), (45, 7, 13)]
[777, 'Cracker', (44, 10, 2), (46, 9, 9)]
[778, 'Sender', (49, 11, 1), (53, 6, 7)]
[779, 'Cracker', (65, 10, 1), (63, 9, 10)]
[780, 'Sender', (53, 11, 3), (54, 11, 7)]
[781, 'Sender', (46, 11, 0), (47, 4, 8)]
[782, 'Cracker', (40, 10, 0), (42, 5, 11)]
[783, 'Cracker', (35, 7, 0), (38, 6, 10)]
[784, 'Cracker', (39, 10, 0), (41, 7, 9)]
[785, 'Cracker', (41, 10, 0), (42, 6, 8)]
[786, 'Cracker', (38, 9, 0), (39, 7, 5)]
[787, 'Cracker', (45, 10, 0), (39, 5, 10)]
[788, 'Sender', (60, 11, 1), (60, 9, 4)]
[789, 'Cracker', (47, 9, 1), (43, 6, 8)]
[790, 'Cracker', (37, 8, 0), (43, 5, 8)]
[791, 'Cracker', (66, 10, 2), (75, 9, 12)]
[792, 'Cracker', (41, 8, 0), (43, 4, 11)]
[793, 'Cracker', (39, 10, 0), (46, 9, 6)]
[794, 'Sender', (36, 11, 0), (33, 3, 6)]
[795, 'Cracker', (33, 10, 0), (33, 6, 8)]
[796, 'Sender', (41, 11, 1), (41, 7, 6)]
[797, 'Sender', (39, 11, 2), (42, 7, 8)]
[798, 'Sender', (55, 11, 1), (49, 8, 10)]
[799, 'Cracker', (52, 10, 2), (50, 9, 10)]
[800, 'Sender', (25, 11, 0), (26, 5, 6)]
[801, 'Sender', (48, 11, 2), (53, 8, 8)]
[802, 'Sender', (54, 11, 2), (60, 9, 7)]
[803, 'Cracker', (32, 9, 0), (37, 4, 10)]
[804, 'Sender', (56, 11, 2), (58, 9, 9)]
[805, 'Sender', (55, 11, 1), (49, 9, 8)]
[806, 'Cracker', (32, 8, 0), (36, 8, 7)]
[807, 'Cracker', (36, 9, 1), (38, 7, 7)]
[808, 'Cracker', (30, 8, 0), (30, 6, 8)]
[809, 'Cracker', (73, 10, 3), (70, 12, 10)]
[810, 'Sender', (40, 11, 1), (45, 6, 6)]
[811, 'Sender', (59, 11, 0), (67, 7, 12)]
[812, 'Sender', (59, 11, 3), (53, 8, 5)]
[813, 'Cracker', (15, 8, 0), (23, 3, 9)]
[814, 'Sender', (37, 11, 1), (37, 8, 7)]
[815, 'Sender', (45, 11, 0), (36, 9, 2)]
[816, 'Cracker', (44, 10, 1), (44, 8, 10)]
[817, 'Cracker', (71, 10, 2), (66, 9, 13)]
[818, 'Sender', (45, 11, 0), (52, 6, 10)]
[819, 'Cracker', (45, 10, 0), (44, 9, 9)]
[820, 'Cracker', (26, 8, 0), (32, 5, 9)]
[821, 'Sender', (31, 11, 0), (34, 7, 4)]
[822, 'Cracker', (66, 10, 1), (74, 9, 9)]
[823, 'Sender', (52, 11, 0), (47, 7, 4)]
[824, 'Cracker', (40, 10, 0), (39, 8, 7)]
[825, 'Cracker', (55, 10, 3), (52, 10, 8)]
[826, 'Cracker', (39, 9, 1), (41, 9, 5)]
[827, 'Cracker', (38, 9, 1), (42, 6, 10)]
[828, 'Cracker', (33, 8, 0), (40, 4, 9)]
[829, 'Sender', (56, 11, 1), (55, 9, 4)]
[830, 'Sender', (45, 11, 1), (51, 7, 5)]
[831, 'Cracker', (53, 8, 0), (50, 4, 14)]
[832, 'Sender', (59, 11, 2), (68, 10, 3)]
[833, 'Cracker', (38, 9, 0), (39, 8, 10)]
[834, 'Cracker', (29, 10, 0), (28, 6, 7)]
[835, 'Sender', (63, 11, 6), (55, 13, 8)]
[836, 'Cracker', (38, 9, 2), (45, 9, 9)]
[837, 'Sender', (51, 11, 4), (45, 9, 6)]
[838, 'Cracker', (35, 8, 0), (28, 7, 6)]
[839, 'Cracker', (29, 8, 0), (24, 7, 4)]
[840, 'Cracker', (87, 10, 6), (95, 14, 10)]
[841, 'Sender', (21, 11, 0), (19, 2, 4)]
[842, 'Cracker', (50, 10, 4), (53, 11, 9)]
[843, 'Sender', (79, 11, 3), (77, 11, 9)]
[844, 'Sender', (32, 11, 0), (35, 5, 9)]
[845, 'Cracker', (50, 10, 2), (62, 11, 8)]
[846, 'Cracker', (43, 9, 0), (41, 8, 8)]
[847, 'Sender', (51, 11, 3), (61, 12, 7)]
[848, 'Sender', (50, 11, 3), (47, 8, 7)]
[849, 'Cracker', (39, 10, 0), (41, 6, 11)]
[850, 'Sender', (70, 11, 1), (76, 9, 12)]
[851, 'Cracker', (33, 10, 0), (33, 7, 10)]
[852, 'Cracker', (46, 10, 0), (46, 6, 7)]
[853, 'Sender', (40, 11, 0), (43, 8, 5)]
[854, 'Sender', (40, 11, 0), (39, 6, 9)]
[855, 'Sender', (39, 11, 0), (37, 6, 6)]
[856, 'Cracker', (32, 10, 0), (33, 5, 8)]
[857, 'Sender', (48, 11, 3), (41, 9, 4)]
[858, 'Cracker', (62, 10, 2), (57, 11, 12)]
[859, 'Cracker', (25, 9, 0), (23, 7, 5)]
[860, 'Cracker', (28, 9, 0), (29, 5, 7)]
[861, 'Sender', (43, 11, 0), (37, 5, 8)]
[862, 'Cracker', (63, 10, 2), (54, 9, 12)]
[863, 'Cracker', (39, 9, 0), (39, 5, 9)]
[864, 'Sender', (69, 11, 3), (69, 11, 5)]
[865, 'Cracker', (57, 10, 3), (63, 11, 10)]
[866, 'Cracker', (76, 10, 3), (69, 12, 8)]
[867, 'Sender', (29, 11, 0), (30, 7, 8)]
[868, 'Sender', (22, 11, 0), (23, 2, 7)]
[869, 'Sender', (30, 11, 0), (31, 8, 3)]
[870, 'Sender', (55, 11, 2), (59, 9, 10)]
[871, 'Sender', (48, 11, 0), (48, 7, 7)]
[872, 'Cracker', (48, 10, 3), (54, 12, 5)]
[873, 'Cracker', (70, 10, 2), (76, 10, 13)]
[874, 'Cracker', (74, 10, 2), (60, 10, 6)]
[875, 'Sender', (33, 11, 0), (33, 5, 5)]
[876, 'Cracker', (39, 9, 0), (44, 7, 10)]
[877, 'Sender', (65, 11, 3), (74, 8, 11)]
[878, 'Sender', (56, 11, 2), (48, 9, 9)]
[879, 'Sender', (47, 11, 0), (39, 6, 6)]
[880, 'Cracker', (68, 10, 1), (80, 9, 11)]
[881, 'Sender', (54, 11, 1), (53, 9, 7)]
[882, 'Sender', (56, 11, 1), (52, 7, 10)]
[883, 'Sender', (86, 11, 3), (91, 9, 18)]
[884, 'Sender', (70, 11, 2), (64, 9, 11)]
[885, 'Sender', (31, 11, 0), (33, 4, 7)]
[886, 'Cracker', (48, 10, 0), (45, 8, 10)]
[887, 'Sender', (27, 11, 1), (29, 4, 5)]
[888, 'Cracker', (45, 10, 0), (42, 6, 10)]
[889, 'Cracker', (40, 10, 0), (40, 5, 9)]
[890, 'Cracker', (69, 10, 4), (77, 12, 11)]
[891, 'Sender', (52, 11, 0), (53, 7, 10)]
[892, 'Cracker', (49, 9, 1), (51, 9, 5)]
[893, 'Sender', (55, 11, 4), (56, 11, 7)]
[894, 'Sender', (43, 11, 2), (36, 7, 6)]
[895, 'Sender', (62, 11, 2), (55, 8, 10)]
[896, 'Cracker', (82, 10, 7), (82, 15, 9)]
[897, 'Sender', (36, 11, 0), (35, 6, 7)]
[898, 'Sender', (45, 11, 1), (43, 6, 8)]
[899, 'Cracker', (51, 10, 1), (49, 9, 8)]
[900, 'Sender', (35, 11, 0), (33, 5, 7)]
[901, 'Sender', (37, 11, 0), (35, 7, 6)]
[902, 'Sender', (32, 11, 4), (33, 8, 5)]
[903, 'Sender', (63, 11, 1), (64, 7, 9)]
[904, 'Cracker', (68, 9, 2), (75, 9, 13)]
[905, 'Cracker', (30, 8, 1), (32, 6, 8)]
[906, 'Cracker', (29, 7, 0), (31, 4, 7)]
[907, 'Sender', (35, 11, 3), (35, 7, 5)]
[908, 'Cracker', (39, 10, 0), (44, 6, 12)]
[909, 'Sender', (38, 11, 1), (41, 7, 11)]
[910, 'Cracker', (63, 10, 2), (62, 11, 13)]
[911, 'Cracker', (43, 10, 0), (46, 5, 12)]
[912, 'Cracker', (26, 9, 0), (28, 5, 9)]
[913, 'Sender', (24, 11, 0), (23, 5, 3)]
[914, 'Cracker', (38, 10, 0), (40, 8, 7)]
[915, 'Sender', (51, 11, 0), (58, 8, 14)]
[916, 'Sender', (53, 11, 2), (54, 8, 6)]
[917, 'Cracker', (49, 9, 0), (45, 7, 8)]
[918, 'Cracker', (47, 9, 0), (47, 6, 9)]
[919, 'Cracker', (34, 10, 1), (33, 8, 6)]
[920, 'Cracker', (57, 10, 0), (52, 9, 8)]
[921, 'Sender', (44, 11, 1), (41, 6, 5)]
[922, 'Cracker', (51, 8, 0), (44, 5, 7)]
